FID,the_geom,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags
aws_1day.fid-43fc473f_19185bab7bf_-6281,POINT (4.358 50.797),6447,2004-02-20T00:00:00,1007.97,0.78,4.83,-2.3,68.15,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6280,POINT (4.358 50.797),6447,2004-02-21T00:00:00,999.34,1.13,4.14,-1.84,74.1,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-627f,POINT (4.358 50.797),6447,2004-02-22T00:00:00,998.73,2.02,5.28,-0.21,74.44,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-627e,POINT (4.358 50.797),6447,2004-02-23T00:00:00,1005.23,1.4,5.11,-1.86,77.58,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-627d,POINT (4.358 50.797),6447,2004-02-24T00:00:00,1002.71,1.83,5.25,-2.19,83.49,0.7,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-627c,POINT (4.358 50.797),6447,2004-02-25T00:00:00,995.58,1,3.96,-1.41,90.24,2.5,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-627b,POINT (4.358 50.797),6447,2004-02-26T00:00:00,989.63,-0.42,3.77,-2.96,76.53,0.2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-627a,POINT (4.358 50.797),6447,2004-02-27T00:00:00,985.25,0.06,3.45,-2.29,83.5,5,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6279,POINT (4.358 50.797),6447,2004-02-28T00:00:00,991.85,0.42,3.08,-2.35,90.26,2.3,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6278,POINT (4.358 50.797),6447,2004-02-29T00:00:00,1006.87,-0.21,2.97,-3.02,83.96,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6277,POINT (4.358 50.797),6447,2004-03-01T00:00:00,1019.95,0.61,3.92,-2.91,73.11,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6276,POINT (4.358 50.797),6447,2004-03-02T00:00:00,1020.99,2.27,7.06,-1.66,75.54,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6275,POINT (4.358 50.797),6447,2004-03-03T00:00:00,1018.08,3.51,8.96,-1.35,72.69,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6274,POINT (4.358 50.797),6447,2004-03-04T00:00:00,1009.9,7.07,9.59,5.11,62.64,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6273,POINT (4.358 50.797),6447,2004-03-05T00:00:00,1005.03,5.14,7.24,3.03,71.22,1.8,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6272,POINT (4.358 50.797),6447,2004-03-06T00:00:00,1006.43,3.66,6.46,1.63,87.37,0.7,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6271,POINT (4.358 50.797),6447,2004-03-07T00:00:00,1010.23,4.47,7.88,2.96,88.84,3.9,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6270,POINT (4.358 50.797),6447,2004-03-08T00:00:00,1018.41,3.14,6.71,-0.71,72.84,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-626f,POINT (4.358 50.797),6447,2004-03-09T00:00:00,1017.46,1.55,3.72,-0.41,76.8,0.7,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-626e,POINT (4.358 50.797),6447,2004-03-10T00:00:00,1012.61,0.54,1.71,-0.57,89.76,1.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-626d,POINT (4.358 50.797),6447,2004-03-11T00:00:00,1007.21,2.02,5.45,0.31,74.38,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-626c,POINT (4.358 50.797),6447,2004-03-12T00:00:00,997.32,3.75,7.56,0.53,77.24,3,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-626b,POINT (4.358 50.797),6447,2004-03-13T00:00:00,1002.48,8.8,11.57,7.33,74.06,0.1,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-626a,POINT (4.358 50.797),6447,2004-03-14T00:00:00,1010.46,9.67,12.43,6.17,68.16,0.5,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6269,POINT (4.358 50.797),6447,2004-03-15T00:00:00,1015.65,11.98,14.13,9.98,72.23,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6268,POINT (4.358 50.797),6447,2004-03-16T00:00:00,1017.62,13.2,16.89,10.18,75.31,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6267,POINT (4.358 50.797),6447,2004-03-17T00:00:00,1014.42,14.84,21.28,9.54,61.92,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6266,POINT (4.358 50.797),6447,2004-03-18T00:00:00,1009.8,11.84,17.75,8.38,78.22,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6265,POINT (4.358 50.797),6447,2004-03-19T00:00:00,1003.23,10.58,12.79,8.44,79.52,5.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6264,POINT (4.358 50.797),6447,2004-03-20T00:00:00,997.02,10.97,12.71,8.03,86.76,2.6,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6263,POINT (4.358 50.797),6447,2004-03-21T00:00:00,993.97,8.91,11.54,6.85,71.3,0.7,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6262,POINT (4.358 50.797),6447,2004-03-22T00:00:00,997.42,7.78,10.96,5.43,69,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6261,POINT (4.358 50.797),6447,2004-03-23T00:00:00,1001.67,5.17,7.65,3.62,84.98,4.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6260,POINT (4.358 50.797),6447,2004-03-24T00:00:00,1006.42,5.41,8.48,3.07,78.91,0.1,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-625f,POINT (4.358 50.797),6447,2004-03-25T00:00:00,1007.36,4.28,7.89,1.14,69.14,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-625e,POINT (4.358 50.797),6447,2004-03-26T00:00:00,1008.16,3.55,7.07,0.02,74.57,0.2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-625d,POINT (4.358 50.797),6447,2004-03-27T00:00:00,1005.34,3.47,8.79,-1.14,68.37,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-625c,POINT (4.358 50.797),6447,2004-03-28T00:00:00,1006.91,5.06,10.53,-0.51,61.5,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-625b,POINT (4.358 50.797),6447,2004-03-29T00:00:00,1009.1,7.96,13.67,1.4,64.23,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-625a,POINT (4.358 50.797),6447,2004-03-30T00:00:00,1002.87,10.57,17.57,3.77,50.91,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6259,POINT (4.358 50.797),6447,2004-03-31T00:00:00,998.05,14.09,20.31,6.64,45.33,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6258,POINT (4.358 50.797),6447,2004-04-01T00:00:00,996.74,15.6,20.28,10.75,50.34,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6257,POINT (4.358 50.797),6447,2004-04-02T00:00:00,997.48,13.45,16.16,10.29,60,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6256,POINT (4.358 50.797),6447,2004-04-03T00:00:00,1004.33,11.54,14.61,9.25,76.37,4.2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6255,POINT (4.358 50.797),6447,2004-04-04T00:00:00,1003.7,10.98,13.35,9.2,64.43,1.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6254,POINT (4.358 50.797),6447,2004-04-05T00:00:00,999.28,8.02,10.29,4.92,78.98,4.2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6253,POINT (4.358 50.797),6447,2004-04-06T00:00:00,992.99,5.71,9.06,4,81.93,3.6,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6252,POINT (4.358 50.797),6447,2004-04-07T00:00:00,997.41,5.61,8.31,3.57,85.82,5.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6251,POINT (4.358 50.797),6447,2004-04-08T00:00:00,1002.7,5.73,9.96,2.21,81.71,2.1,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6250,POINT (4.358 50.797),6447,2004-04-09T00:00:00,1004.68,6.29,8.83,4.05,74.54,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-624f,POINT (4.358 50.797),6447,2004-04-10T00:00:00,1004.19,5.29,8.3,0.83,81.77,0.8,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-624e,POINT (4.358 50.797),6447,2004-04-11T00:00:00,1009.8,6.96,9.71,4.43,60.94,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-624d,POINT (4.358 50.797),6447,2004-04-12T00:00:00,1012.43,8.81,14.03,3.06,66.45,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-624c,POINT (4.358 50.797),6447,2004-04-13T00:00:00,1011.06,8.94,12.23,4.64,76.55,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-624b,POINT (4.358 50.797),6447,2004-04-14T00:00:00,1008.66,10.26,15.51,4.14,66.23,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-624a,POINT (4.358 50.797),6447,2004-04-15T00:00:00,1005.07,13.06,18.21,7.6,48.13,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6249,POINT (4.358 50.797),6447,2004-04-16T00:00:00,1000.13,14.99,20.84,8.91,46.6,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
